0	12/01/2018 15:08:05
1	12/01/2018 15:13:42
2	12/01/2018 15:19:11
3	12/01/2018 15:24:55
4	12/01/2018 15:30:25
5	12/01/2018 15:36:03
6	12/01/2018 15:40:59
7	12/01/2018 15:46:00
8	12/01/2018 15:50:24
9	12/01/2018 15:54:45
10	12/01/2018 15:59:04
11	12/01/2018 16:03:31
12	12/01/2018 16:07:37
13	12/01/2018 16:11:54
14	12/01/2018 16:15:48
15	12/01/2018 16:19:47
16	12/01/2018 16:23:33
17	12/01/2018 16:27:10
18	12/01/2018 16:32:46
19	12/01/2018 16:34:19
20	12/01/2018 16:37:36
21	12/01/2018 16:40:46
22	12/01/2018 16:44:06
23	12/01/2018 16:47:00
24	12/01/2018 16:50:02
25	12/01/2018 16:53:25
26	12/01/2018 16:56:36
27	12/01/2018 16:59:29
28	12/01/2018 17:03:20
29	12/01/2018 17:06:32
30	12/01/2018 17:09:45
31	12/01/2018 17:13:19
32	12/01/2018 17:16:43
33	12/01/2018 17:20:22
34	12/01/2018 17:23:39
35	12/01/2018 17:27:26
36	12/01/2018 17:30:50
37	12/01/2018 17:34:11
38	12/01/2018 17:37:37
39	12/01/2018 17:41:20
40	12/01/2018 17:44:46
41	12/01/2018 17:48:26
42	12/01/2018 17:52:17
43	12/01/2018 17:57:22
44	12/01/2018 18:00:35
45	12/01/2018 18:04:20
46	12/01/2018 18:07:23
47	12/01/2018 18:09:32
48	12/01/2018 18:13:03
49	12/01/2018 18:16:32
50	12/01/2018 18:19:49
51	12/01/2018 18:22:52
52	12/01/2018 18:26:17
53	12/01/2018 18:29:37
54	12/01/2018 18:32:46
55	12/01/2018 18:36:25
56	12/01/2018 18:39:21
57	12/01/2018 18:42:16
58	12/01/2018 18:45:21
59	12/01/2018 18:48:29
60	12/01/2018 18:52:18
61	12/01/2018 18:55:36
62	12/01/2018 18:59:02
63	12/01/2018 19:02:29
64	12/01/2018 19:05:45
65	12/01/2018 19:09:07
66	12/01/2018 19:13:15
67	12/01/2018 19:16:50
68	12/01/2018 19:20:28
69	12/01/2018 19:24:11
70	12/01/2018 19:27:56
71	12/01/2018 19:31:54
72	12/01/2018 19:35:28
73	12/01/2018 19:39:51
74	12/01/2018 19:43:42
75	12/01/2018 19:47:37
76	12/01/2018 19:51:35
77	12/01/2018 19:55:37
78	12/01/2018 19:59:02
79	12/01/2018 20:02:35
80	12/01/2018 20:06:30
81	12/01/2018 20:11:05
82	12/01/2018 20:15:08
83	12/01/2018 20:19:10
84	12/01/2018 20:24:06
85	12/01/2018 20:28:21
86	12/01/2018 20:32:35
87	12/01/2018 20:36:19
88	12/01/2018 20:40:29
89	12/01/2018 20:44:45
90	12/01/2018 20:49:05
91	12/01/2018 20:53:31
92	12/01/2018 20:57:12
93	12/01/2018 21:01:51
94	12/01/2018 21:05:45
95	12/01/2018 21:09:39
96	12/01/2018 21:13:26
97	12/01/2018 21:18:05
98	12/01/2018 21:22:51
99	12/01/2018 21:26:47
100	12/01/2018 21:31:45
101	12/01/2018 21:35:45
102	12/01/2018 21:40:54
103	12/01/2018 21:45:14
104	12/01/2018 21:49:19
105	12/01/2018 21:54:23
106	12/01/2018 21:59:38
107	12/01/2018 22:04:57
108	12/01/2018 22:10:12
109	12/01/2018 22:16:31
110	12/01/2018 22:22:11
111	12/01/2018 22:27:55
112	12/01/2018 22:34:25
113	12/01/2018 22:41:03
114	12/01/2018 22:47:38
115	12/01/2018 22:55:35
116	12/01/2018 23:03:38
117	12/01/2018 23:13:10
118	12/01/2018 23:22:47
119	12/01/2018 23:32:33
120	12/01/2018 23:43:01
121	12/01/2018 23:53:41
122	13/01/2018 00:05:57
123	13/01/2018 00:17:57
124	13/01/2018 00:28:18
125	13/01/2018 00:40:41
126	13/01/2018 00:53:19
127	13/01/2018 01:06:40
128	13/01/2018 01:19:51
129	13/01/2018 01:37:39
130	13/01/2018 01:55:03
131	13/01/2018 02:12:39
132	13/01/2018 02:32:39
133	13/01/2018 02:48:24
134	13/01/2018 03:08:40
135	13/01/2018 03:32:12
136	13/01/2018 03:49:40
137	13/01/2018 04:15:11
138	13/01/2018 04:45:06
139	13/01/2018 05:13:52
140	13/01/2018 05:56:16
141	13/01/2018 07:11:41
142	13/01/2018 08:27:48
143	13/01/2018 09:43:08
