0	12/01/2018 16:40:17
1	12/01/2018 16:40:21
2	12/01/2018 16:40:27
3	12/01/2018 16:40:36
4	12/01/2018 16:40:41
5	12/01/2018 16:40:49
6	12/01/2018 16:40:54
7	12/01/2018 16:41:02
8	12/01/2018 16:41:14
9	12/01/2018 16:41:20
10	12/01/2018 16:41:27
11	12/01/2018 16:41:34
12	12/01/2018 16:41:48
13	12/01/2018 16:42:00
14	12/01/2018 16:42:13
15	12/01/2018 16:42:22
16	12/01/2018 16:43:16
17	12/01/2018 16:45:18
18	12/01/2018 16:45:27
19	12/01/2018 16:45:36
20	12/01/2018 16:45:46
21	12/01/2018 16:45:55
22	12/01/2018 16:46:30
23	12/01/2018 16:47:09
24	12/01/2018 16:47:38
25	12/01/2018 16:48:19
26	12/01/2018 16:48:53
27	12/01/2018 16:49:32
28	12/01/2018 16:50:11
29	12/01/2018 16:50:47
30	12/01/2018 16:51:24
31	12/01/2018 16:52:04
32	12/01/2018 16:52:39
33	12/01/2018 16:53:20
34	12/01/2018 16:53:57
35	12/01/2018 16:54:38
36	12/01/2018 16:55:20
37	12/01/2018 16:55:59
38	12/01/2018 16:56:47
39	12/01/2018 16:57:35
40	12/01/2018 16:58:21
41	12/01/2018 16:58:58
42	12/01/2018 16:59:48
43	12/01/2018 17:00:22
44	12/01/2018 17:01:08
45	12/01/2018 17:01:50
46	12/01/2018 17:02:36
47	12/01/2018 17:03:23
48	12/01/2018 17:04:04
49	12/01/2018 17:05:04
50	12/01/2018 17:05:48
51	12/01/2018 17:06:42
52	12/01/2018 17:07:22
53	12/01/2018 17:08:06
54	12/01/2018 17:08:44
55	12/01/2018 17:09:28
56	12/01/2018 17:10:12
57	12/01/2018 17:10:58
58	12/01/2018 17:11:39
59	12/01/2018 17:12:23
60	12/01/2018 17:13:01
61	12/01/2018 17:13:43
62	12/01/2018 17:14:26
63	12/01/2018 17:15:13
64	12/01/2018 17:15:54
65	12/01/2018 17:16:32
66	12/01/2018 17:17:15
67	12/01/2018 17:18:01
68	12/01/2018 17:18:42
69	12/01/2018 17:19:46
70	12/01/2018 17:20:10
71	12/01/2018 17:20:53
72	12/01/2018 17:21:32
73	12/01/2018 17:22:12
74	12/01/2018 17:22:55
75	12/01/2018 17:23:36
76	12/01/2018 17:24:19
77	12/01/2018 17:24:58
78	12/01/2018 17:25:42
79	12/01/2018 17:26:26
80	12/01/2018 17:27:04
81	12/01/2018 17:27:47
82	12/01/2018 17:28:28
83	12/01/2018 17:29:10
84	12/01/2018 17:29:58
85	12/01/2018 17:30:35
86	12/01/2018 17:31:26
87	12/01/2018 17:32:00
88	12/01/2018 17:32:44
89	12/01/2018 17:33:21
90	12/01/2018 17:34:08
91	12/01/2018 17:34:45
92	12/01/2018 17:35:30
93	12/01/2018 17:36:15
94	12/01/2018 17:36:55
95	12/01/2018 17:37:37
96	12/01/2018 17:38:23
97	12/01/2018 17:39:05
98	12/01/2018 17:39:45
99	12/01/2018 17:40:23
100	12/01/2018 17:41:06
101	12/01/2018 17:41:47
102	12/01/2018 17:42:30
103	12/01/2018 17:43:15
104	12/01/2018 17:43:58
105	12/01/2018 17:44:46
106	12/01/2018 17:45:36
107	12/01/2018 17:46:08
108	12/01/2018 17:46:40
109	12/01/2018 17:47:05
110	12/01/2018 17:47:27
111	12/01/2018 17:47:48
112	12/01/2018 17:48:09
113	12/01/2018 17:48:34
114	12/01/2018 17:48:59
115	12/01/2018 17:49:19
116	12/01/2018 17:49:38
117	12/01/2018 17:50:07
118	12/01/2018 17:50:21
119	12/01/2018 17:50:48
120	12/01/2018 17:51:13
121	12/01/2018 17:51:36
122	12/01/2018 17:52:01
123	12/01/2018 17:52:32
124	12/01/2018 17:52:59
125	12/01/2018 17:53:16
126	12/01/2018 17:53:37
127	12/01/2018 17:53:58
128	12/01/2018 17:54:28
129	12/01/2018 17:54:44
130	12/01/2018 17:55:13
131	12/01/2018 17:55:35
132	12/01/2018 17:55:56
133	12/01/2018 17:56:23
134	12/01/2018 17:56:45
135	12/01/2018 17:57:04
136	12/01/2018 17:57:26
137	12/01/2018 17:57:51
138	12/01/2018 17:58:15
139	12/01/2018 17:58:38
140	12/01/2018 17:59:03
141	12/01/2018 17:59:24
142	12/01/2018 17:59:58
143	12/01/2018 18:00:11
144	12/01/2018 18:00:40
145	12/01/2018 18:01:03
146	12/01/2018 18:01:25
147	12/01/2018 18:01:48
148	12/01/2018 18:02:06
149	12/01/2018 18:02:30
150	12/01/2018 18:02:54
151	12/01/2018 18:03:17
152	12/01/2018 18:03:33
153	12/01/2018 18:03:57
154	12/01/2018 18:04:21
155	12/01/2018 18:04:39
156	12/01/2018 18:05:03
157	12/01/2018 18:05:19
158	12/01/2018 18:05:41
159	12/01/2018 18:06:08
160	12/01/2018 18:06:34
161	12/01/2018 18:06:46
162	12/01/2018 18:07:08
163	12/01/2018 18:07:35
164	12/01/2018 18:07:51
165	12/01/2018 18:08:10
166	12/01/2018 18:08:37
167	12/01/2018 18:08:59
168	12/01/2018 18:09:23
169	12/01/2018 18:09:38
170	12/01/2018 18:10:03
171	12/01/2018 18:10:25
172	12/01/2018 18:10:40
173	12/01/2018 18:11:06
174	12/01/2018 18:11:26
175	12/01/2018 18:11:46
176	12/01/2018 18:12:09
177	12/01/2018 18:12:23
178	12/01/2018 18:12:49
179	12/01/2018 18:13:09
180	12/01/2018 18:13:31
181	12/01/2018 18:13:54
182	12/01/2018 18:14:19
183	12/01/2018 18:14:42
184	12/01/2018 18:15:04
185	12/01/2018 18:15:25
186	12/01/2018 18:15:46
187	12/01/2018 18:16:10
188	12/01/2018 18:16:28
189	12/01/2018 18:16:45
190	12/01/2018 18:17:10
191	12/01/2018 18:17:46
192	12/01/2018 18:18:14
193	12/01/2018 18:18:35
194	12/01/2018 18:19:02
195	12/01/2018 18:19:22
196	12/01/2018 18:19:49
197	12/01/2018 18:20:10
198	12/01/2018 18:20:26
199	12/01/2018 18:20:48
200	12/01/2018 18:21:10
201	12/01/2018 18:21:33
202	12/01/2018 18:21:54
203	12/01/2018 18:22:19
204	12/01/2018 18:22:41
205	12/01/2018 18:22:59
206	12/01/2018 18:23:20
207	12/01/2018 18:23:41
208	12/01/2018 18:23:55
209	12/01/2018 18:24:15
210	12/01/2018 18:24:38
211	12/01/2018 18:25:00
212	12/01/2018 18:25:21
213	12/01/2018 18:25:44
214	12/01/2018 18:26:10
215	12/01/2018 18:26:21
216	12/01/2018 18:26:42
217	12/01/2018 18:27:04
218	12/01/2018 18:27:28
219	12/01/2018 18:27:55
220	12/01/2018 18:28:18
221	12/01/2018 18:28:31
222	12/01/2018 18:28:52
223	12/01/2018 18:29:14
224	12/01/2018 18:29:26
225	12/01/2018 18:29:54
226	12/01/2018 18:30:12
227	12/01/2018 18:30:33
228	12/01/2018 18:30:52
229	12/01/2018 18:31:15
230	12/01/2018 18:31:34
231	12/01/2018 18:31:53
232	12/01/2018 18:32:16
233	12/01/2018 18:32:36
234	12/01/2018 18:32:58
235	12/01/2018 18:33:19
236	12/01/2018 18:33:38
237	12/01/2018 18:34:07
238	12/01/2018 18:34:25
239	12/01/2018 18:34:50
240	12/01/2018 18:35:10
241	12/01/2018 18:35:24
242	12/01/2018 18:35:48
243	12/01/2018 18:36:20
244	12/01/2018 18:36:38
245	12/01/2018 18:37:11
246	12/01/2018 18:37:30
247	12/01/2018 18:37:49
248	12/01/2018 18:38:16
249	12/01/2018 18:38:34
250	12/01/2018 18:38:57
251	12/01/2018 18:39:18
252	12/01/2018 18:39:47
253	12/01/2018 18:39:59
254	12/01/2018 18:40:23
255	12/01/2018 18:40:52
256	12/01/2018 18:41:06
257	12/01/2018 18:41:30
258	12/01/2018 18:41:49
